sid,uniprot_id,uniprot.full.name,flag1,flag2,flag3,entrezgenesymbol
SeqId_4472_5,P07951,Tropomyosin beta chain,5,1,1,TPM2
SeqId_4474_19,P62979,Ubiquitin-40S ribosomal protein S27a,5,1,1,RPS27A
SeqId_4476_22,P43403,Tyrosine-protein kinase ZAP-70,0,1,1,ZAP70
SeqId_4479_14,P05155,Plasma protease C1 inhibitor,0,0,0,SERPING1
SeqId_4480_59,P01024,Complement C3,6,0,1,C3
SeqId_4481_34,P0C0L4|P0C0L5,Complement C4-A|Complement C4-B,6,0,1,C4A C4B
SeqId_4482_66,P01031|P13671,Complement C5|Complement component C6,6,0,1,C5 C6
SeqId_4487_1,P21781,Fibroblast growth factor 7,0,0,1,FGF7
SeqId_4493_92,P20809,Interleukin-11,0,0,0,IL11
SeqId_4496_60,P39900,Macrophage metalloelastase,0,0,0,MMP12
SeqId_4498_62,P13591,Neural cell adhesion molecule 1,5,0,1,NCAM1
SeqId_4499_21,P04085,Platelet-derived growth factor subunit A,6,0,1,PDGFA
SeqId_4500_50,Q9Y240,C-type lectin domain family 11 member A,0,0,0,CLEC11A
SeqId_4533_76,Q8TE58,A disintegrin and metalloproteinase with thrombospondin motifs 15,0,0,1,ADAMTS15
SeqId_4534_10,Q9GZN4,Brain-specific serine protease 4,0,0,1,PRSS22
SeqId_4535_50,Q10588,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,0,0,0,BST1
SeqId_4540_11,P45973,Chromobox protein homolog 5,0,0,1,CBX5
SeqId_4541_49,Q4KMG0,Cell adhesion molecule-related/down-regulated by oncogenes,0,0,0,CDON
SeqId_4542_24,P10909,Clusterin,0,0,1,CLU
SeqId_4543_65,Q86Y22,Collagen alpha-1(XXIII) chain,0,0,0,COL23A1
SeqId_4544_4,P02775,Platelet basic protein,5,0,1,PPBP
SeqId_4545_53,Q96DA6,Mitochondrial import inner membrane translocase subunit TIM14,0,0,0,DNAJC19
SeqId_4546_27,Q9UHX3,Adhesion G protein-coupled receptor E2,0,0,1,ADGRE2
SeqId_4547_59,Q9NZU1,Leucine-rich repeat transmembrane protein FLRT1,0,0,1,FLRT1
SeqId_4548_4,P21217,Galactoside 3(4)-L-fucosyltransferase,0,0,0,FUT3
SeqId_4549_78,Q11128,"Alpha-(1,3)-fucosyltransferase 5",5,0,1,FUT5
SeqId_4551_72,Q8IZF4,Adhesion G-protein coupled receptor G5,0,0,1,ADGRG5
SeqId_4553_65,Q7Z4V5,Hepatoma-derived growth factor-related protein 2,0,0,0,HDGFRP2
SeqId_4556_10,Q6ZMJ4,Interleukin-34,0,0,1,IL34
SeqId_4557_61,Q8IZU9,Kin of IRRE-like protein 3,0,0,0,KIRREL3
SeqId_4559_64,Q16719,Kynureninase,0,0,1,KYNU
SeqId_4560_34,P06239,Tyrosine-protein kinase Lck,5,0,1,LCK
SeqId_4562_1,P58417,Neurexophilin-1,5,0,1,NXPH1
SeqId_4563_61,P19174,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0,0,1,PLCG1
SeqId_4564_2,O60486,Plexin-C1,0,0,0,PLXNC1
SeqId_4566_24,Q6UXX9,R-spondin-2,0,0,0,RSPO2
SeqId_4567_82,O60880,SH2 domain-containing protein 1A,0,0,0,SH2D1A
SeqId_4568_17,O94991,SLIT and NTRK-like protein 5,0,0,0,SLITRK5
SeqId_4569_52,Q96PQ0,VPS10 domain-containing receptor SorCS2,0,0,1,SORCS2
SeqId_4584_5,,,3,1,1,MELT
SeqId_4588_1,P01298,Pancreatic prohormone,0,0,0,PPY
SeqId_4666_193,,,3,1,1,
SeqId_4666_194,,,3,1,1,
SeqId_4666_195,,,3,1,1,
SeqId_4666_199,,,3,1,1,
SeqId_4666_200,,,3,1,1,
SeqId_4666_202,,,3,1,1,
SeqId_4666_205,,,3,1,1,
SeqId_4666_206,,,3,1,1,
SeqId_4666_212,,,3,1,1,
SeqId_4666_213,,,3,1,1,
SeqId_4666_214,,,3,1,1,
SeqId_4666_218,,,3,1,1,
SeqId_4666_219,,,3,1,1,
SeqId_4666_220,,,3,1,1,
SeqId_4666_222,,,3,1,1,
SeqId_4666_223,,,3,1,1,
SeqId_4666_224,,,3,1,1,
SeqId_4666_225,,,3,1,1,
SeqId_4666_230,,,3,1,1,
SeqId_4666_232,,,3,1,1,
SeqId_4666_236,,,3,1,1,
SeqId_4673_13,P05231,Interleukin-6,0,0,0,IL6
SeqId_4693_72,P31937,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",0,0,0,HIBADH
SeqId_4697_59,P04141,Granulocyte-macrophage colony-stimulating factor,0,0,0,CSF2
SeqId_4703_87,P01374,Lymphotoxin-alpha,0,0,0,LTA
SeqId_4706_17,P11171,Protein 4.1,0,0,1,EPB41
SeqId_4707_50,Q04917,14-3-3 protein eta,6,0,1,YWHAH
SeqId_4708_3,P14061,Estradiol 17-beta-dehydrogenase 1,0,0,1,HSD17B1
SeqId_4712_28,P05090,Apolipoprotein D,6,0,1,APOD
SeqId_4717_55,P08700,Interleukin-3,0,0,1,IL3
SeqId_4718_5,P23284,Peptidyl-prolyl cis-trans isomerase B,0,0,0,PPIB
SeqId_4719_58,P30101,Protein disulfide-isomerase A3,0,0,1,PDIA3
SeqId_4721_54,Q07654,Trefoil factor 3,0,0,0,TFF3
SeqId_4763_31,P43652,Afamin,0,0,0,AFM
SeqId_4769_10,Q6UX06,Olfactomedin-4,7,0,1,OLFM4
SeqId_4771_10,Q92484,Acid sphingomyelinase-like phosphodiesterase 3a,0,0,1,SMPDL3A
SeqId_4775_34,P06396,Gelsolin,0,0,1,GSN
SeqId_4785_30,P08185,Corticosteroid-binding globulin,0,0,0,SERPINA6
SeqId_4792_51,,,3,1,1,Human-virus
SeqId_4801_13,P22079,Lactoperoxidase,0,0,0,LPO
SeqId_4807_13,P27658,Collagen alpha-1(VIII) chain,0,0,0,COL8A1
SeqId_4811_33,Q14624,Inter-alpha-trypsin inhibitor heavy chain H4,0,0,0,ITIH4
SeqId_4829_43,P31947,14-3-3 protein sigma,5,0,1,SFN
SeqId_4831_4,P14151,L-selectin,0,0,0,SELL
SeqId_4832_75,O00220,Tumor necrosis factor receptor superfamily member 10A,0,0,0,TNFRSF10A
SeqId_4834_61,P29317,Ephrin type-A receptor 2,0,0,1,EPHA2
SeqId_4840_73,P09919,Granulocyte colony-stimulating factor,0,0,0,CSF3
SeqId_4842_62,P51654,Glypican-3,0,0,0,GPC3
SeqId_4851_25,P01583,Interleukin-1 alpha,0,0,0,IL1A
SeqId_4862_63,Q13873,Bone morphogenetic protein receptor type-2,0,0,0,BMPR2
SeqId_4866_59,Q16620,BDNF/NT-3 growth factors receptor,0,0,1,NTRK2
SeqId_4867_15,P15692,Vascular endothelial growth factor A,5,0,1,VEGFA
SeqId_4874_3,P03950,Angiogenin,6,0,1,ANG
SeqId_4876_32,P00740,Coagulation factor IX,5,0,1,F9
SeqId_4878_3,P00742,Coagulation factor X,7,0,1,F10
SeqId_4880_21,Q9UK05,Growth/differentiation factor 2,0,0,1,GDF2
SeqId_4883_56,P01308,Insulin,0,0,0,INS
SeqId_4886_3,P80098,C-C motif chemokine 7,5,0,1,CCL7
SeqId_4889_82,O00755,Protein Wnt-7a,0,0,0,WNT7A
SeqId_4890_10,P01189,Pro-opiomelanocortin,0,0,0,POMC
SeqId_4891_50,P01275,Glucagon,0,0,0,GCG
SeqId_4900_8,P01024,Complement C3,5,0,1,C3
SeqId_4903_72,P63098|Q08209,Calcineurin subunit B type 1|Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,0,0,1,PPP3CA PPP3R1
SeqId_4904_7,P42575,Caspase-2,0,0,0,CASP2
SeqId_4905_63,Q14019,Coactosin-like protein,0,0,1,COTL1
SeqId_4906_35,P12259,Coagulation factor V,0,0,1,F5
SeqId_4907_56,P02679|P02675|P02671,Fibrinogen beta chain|Fibrinogen alpha chain|Fibrinogen gamma chain,5,0,1,FGA FGB FGG
SeqId_4908_6,P17813,Endoglin,0,0,1,ENG
SeqId_4909_68,O00214,Galectin-8,0,0,0,LGALS8
SeqId_4910_21,P04054,Phospholipase A2,0,0,0,PLA2G1B
SeqId_4911_49,P09211,Glutathione S-transferase P,0,0,1,GSTP1
SeqId_4912_17,P17174,"Aspartate aminotransferase, cytoplasmic",0,0,1,GOT1
SeqId_4913_78,O15467,C-C motif chemokine 16,0,0,0,CCL16
SeqId_4914_10,P01215|P0DN86,Glycoprotein hormones alpha chain|Choriogonadotropin subunit beta 3,6,0,1,CGA CGB
SeqId_4915_64,P68871|P69905,Hemoglobin subunit alpha|Hemoglobin subunit beta,0,0,0,HBA1 HBB
SeqId_4916_2,P01880,Immunoglobulin heavy constant delta,0,0,0,IGHD  IGK@ IGL@
SeqId_4917_62,P18084|P06756,Integrin beta-5|Integrin alpha-V,0,0,1,ITGAV ITGB5
SeqId_4920_10,P61626,Lysozyme C,0,1,1,LYZ
SeqId_4922_13,Q99731,C-C motif chemokine 19,0,0,0,CCL19
SeqId_4923_79,P03971,Muellerian-inhibiting factor,0,0,0,AMH
SeqId_4924_32,P03956,Interstitial collagenase,0,0,0,MMP1
SeqId_4925_54,P45452,Collagenase 3,0,0,0,MMP13
SeqId_4929_55,P04278,Sex hormone-binding globulin,0,0,0,SHBG
SeqId_4930_21,P52823,Stanniocalcin-1,0,0,0,STC1
SeqId_4931_59,P13726,Tissue factor,0,0,0,F3
SeqId_4956_2,O14944,Proepiregulin,0,0,0,EREG
SeqId_4959_2,O95994,Anterior gradient protein 2 homolog,0,0,1,AGR2
SeqId_4960_72,P04083,Annexin A1,0,0,1,ANXA1
SeqId_4961_17,P07355,Annexin A2,7,0,1,ANXA2
SeqId_4962_52,Q49AH0,Cerebral dopamine neurotrophic factor,0,0,0,CDNF
SeqId_4963_19,P56211,cAMP-regulated phosphoprotein 19,5,0,1,ARPP19
SeqId_4964_67,Q9NZ08,Endoplasmic reticulum aminopeptidase 1,0,0,0,ERAP1
SeqId_4965_27,P06576,"ATP synthase subunit beta, mitochondrial",0,0,1,ATP5B
SeqId_4967_1,Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial",0,0,1,C1QBP
SeqId_4968_50,P40121,Macrophage-capping protein,0,0,1,CAPG
SeqId_4969_2,P00915,Carbonic anhydrase 1,0,0,1,CA1
SeqId_4970_55,P00918,Carbonic anhydrase 2,0,0,0,CA2
SeqId_4971_1,Q9UBR2,Cathepsin Z,0,0,0,CTSZ
SeqId_4973_18,Q13489,Baculoviral IAP repeat-containing protein 3,0,0,0,BIRC3
SeqId_4976_57,P46108,Adapter molecule crk,6,0,1,CRK
SeqId_4978_54,Q9UJU6,Drebrin-like protein,0,0,1,DBNL
SeqId_4979_34,Q07507,Dermatopontin,0,0,0,DPT
SeqId_4981_6,Q14574,Desmocollin-3,0,0,0,DSC3
SeqId_4982_54,P19957,Elafin,0,0,0,PI3
SeqId_4984_83,P10768,S-formylglutathione hydrolase,0,0,1,ESD
SeqId_4985_11,Q01469,Fatty acid-binding protein 5,5,0,1,FABP5
SeqId_4986_59,Q05397,Focal adhesion kinase 1,7,0,1,PTK2
SeqId_4987_17,P24071,Immunoglobulin alpha Fc receptor,0,0,0,FCAR
SeqId_4988_49,P22455,Fibroblast growth factor receptor 4,0,0,0,FGFR4
SeqId_4989_7,P02679,Fibrinogen gamma chain,5,0,1,FGG
SeqId_4990_87,P07359,Platelet glycoprotein Ib alpha chain,0,0,0,GP1BA
SeqId_4991_12,P78333,Glypican-5,0,0,0,GPC5
SeqId_4992_49,P28799,Progranulin,0,0,0,GRN
SeqId_4993_16,Q16772,Glutathione S-transferase A3,6,0,1,GSTA3
SeqId_4995_16,P15428,15-hydroxyprostaglandin dehydrogenase [NAD(+)],0,0,1,HPGD
SeqId_4996_66,P04196,Histidine-rich glycoprotein,0,0,0,HRG
SeqId_4997_19,P38919,Eukaryotic initiation factor 4A-III,0,0,0,EIF4A3
SeqId_5000_52,Q08380,Galectin-3-binding protein,0,0,0,LGALS3BP
SeqId_5001_6,O75556,Mammaglobin-B,7,0,1,SCGB2A1
SeqId_5002_76,P50281,Matrix metalloproteinase-14,0,0,0,MMP14
SeqId_5004_69,Q15759,Mitogen-activated protein kinase 11,6,0,1,MAPK11
SeqId_5005_4,P53778,Mitogen-activated protein kinase 12,0,0,1,MAPK12
SeqId_5006_71,O15264,Mitogen-activated protein kinase 13,0,0,0,MAPK13
SeqId_5007_1,Q16539,Mitogen-activated protein kinase 14,6,0,1,MAPK14
SeqId_5008_51,P04179,"Superoxide dismutase [Mn], mitochondrial",0,0,0,SOD2
SeqId_5009_11,P26038,Moesin,6,0,1,MSN
SeqId_5011_11,P43490,Nicotinamide phosphoribosyltransferase,0,0,1,NAMPT
SeqId_5012_67,P00568,Adenylate kinase isoenzyme 1,0,0,1,AK1
SeqId_5013_2,O00299,Chloride intracellular channel protein 1,6,0,1,CLIC1
SeqId_5014_49,P16333,Cytoplasmic protein NCK1,0,0,0,NCK1
SeqId_5015_15,Q13093,Platelet-activating factor acetylhydrolase,0,0,0,PLA2G7
SeqId_5017_19,P30044,"Peroxiredoxin-5, mitochondrial",0,0,0,PRDX5
SeqId_5018_68,P30041,Peroxiredoxin-6,0,0,1,PRDX6
SeqId_5019_16,P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1,7,0,1,UCHL1
SeqId_5020_50,P00558,Phosphoglycerate kinase 1,6,0,1,PGK1
SeqId_5021_13,Q15181,Inorganic pyrophosphatase,6,0,1,PPA1
SeqId_5023_23,P30566,Adenylosuccinate lyase,0,0,1,ADSL
SeqId_5024_67,P06400,Retinoblastoma-associated protein,0,0,1,RB1
SeqId_5026_66,P23396,40S ribosomal protein S3,0,0,0,RPS3
SeqId_5028_59,Q86VB7,Scavenger receptor cysteine-rich type 1 protein M130,0,0,0,CD163
SeqId_5029_3,Q12884,Prolyl endopeptidase FAP,0,0,0,FAP
SeqId_5030_52,Q8IXJ6,NAD-dependent protein deacetylase sirtuin-2,5,0,1,SIRT2
SeqId_5031_10,Q13813,"Spectrin alpha chain, non-erythrocytic 1",0,0,0,SPTAN1
SeqId_5032_64,Q08945,FACT complex subunit SSRP1,0,0,0,SSRP1
SeqId_5033_27,P09493,Tropomyosin alpha-1 chain,0,0,0,TPM1
SeqId_5034_79,P07478,Trypsin-2,0,0,0,PRSS2
SeqId_5035_7,P04818,Thymidylate synthase,0,0,0,TYMS
SeqId_5036_50,P98066,Tumor necrosis factor-inducible gene 6 protein,0,0,0,TNFAIP6
SeqId_5060_62,Q9NZQ7,Programmed cell death 1 ligand 1,0,0,0,CD274
SeqId_5061_27,O75144,ICOS ligand,0,0,1,ICOSLG
SeqId_5062_60,Q15762,CD226 antigen,0,0,0,CD226
SeqId_5063_12,Q9BZW8,Natural killer cell receptor 2B4,0,0,0,CD244
SeqId_5065_8,Q01151,CD83 antigen,0,0,1,CD83
SeqId_5066_134,Q08708,CMRF35-like molecule 6,5,0,1,CD300C
SeqId_5069_9,P08174,Complement decay-accelerating factor,0,0,1,CD55
SeqId_5070_76,O95407,Tumor necrosis factor receptor superfamily member 6B,5,0,1,TNFRSF6B
SeqId_5076_53,Q5JZY3,Ephrin type-A receptor 10,0,0,0,EPHA10
SeqId_5078_82,O15197,Ephrin type-B receptor 6,0,0,0,EPHB6
SeqId_5082_51,Q9NP60,X-linked interleukin-1 receptor accessory protein-like 2,0,0,0,IL1RAPL2
SeqId_5085_18,Q9UHF4,Interleukin-20 receptor subunit alpha,0,0,0,IL20RA
SeqId_5087_5,Q969J5,Interleukin-22 receptor subunit alpha-2,0,0,0,IL22RA2
SeqId_5088_175,Q5VWK5,Interleukin-23 receptor,0,0,0,IL23R
SeqId_5089_11,P16871,Interleukin-7 receptor subunit alpha,0,0,0,IL7R
SeqId_5090_49,Q8NHL6,Leukocyte immunoglobulin-like receptor subfamily B member 1,0,0,0,LILRB1
SeqId_5091_28,Q8N423,Leukocyte immunoglobulin-like receptor subfamily B member 2,0,0,0,LILRB2
SeqId_5092_51,P78504,Protein jagged-1,0,0,1,JAG1
SeqId_5093_47,Q9Y219,Protein jagged-2,6,0,1,JAG2
SeqId_5094_62,Q86YT9,Junctional adhesion molecule-like,0,0,0,AMICA1
SeqId_5095_21,Q99706,Killer cell immunoglobulin-like receptor 2DL4,0,0,0,KIR2DL4
SeqId_5096_51,P43630,Killer cell immunoglobulin-like receptor 3DL2,0,0,0,KIR3DL2
SeqId_5097_14,Q14943,Killer cell immunoglobulin-like receptor 3DS1,0,0,0,KIR3DS1
SeqId_5098_79,Q9NZS2,Killer cell lectin-like receptor subfamily F member 1,0,0,0,KLRF1
SeqId_5100_53,Q14108,Lysosome membrane protein 2,0,0,0,SCARB2
SeqId_5102_55,Q29980,MHC class I polypeptide-related sequence B,0,0,0,MICB
SeqId_5103_30,Q8TD46,Cell surface glycoprotein CD200 receptor 1,0,0,0,CD200R1
SeqId_5105_2,Q9BZR6,Reticulon-4 receptor,0,0,0,RTN4R
SeqId_5106_52,Q04721,Neurogenic locus notch homolog protein 2,0,0,0,NOTCH2
SeqId_5107_7,P46531,Neurogenic locus notch homolog protein 1,0,0,1,NOTCH1
SeqId_5108_72,Q9UM47,Neurogenic locus notch homolog protein 3,0,0,1,NOTCH3
SeqId_5109_24,Q92823,Neuronal cell adhesion molecule,0,0,0,NRCAM
SeqId_5110_84,P58400,Neurexin-1-beta,5,0,1,NRXN1
SeqId_5111_15,Q9HDB5,Neurexin-3-beta,6,0,1,NRXN3
SeqId_5112_73,P41217,OX-2 membrane glycoprotein,0,0,1,CD200
SeqId_5114_65,P16471,Prolactin receptor,0,0,0,PRLR
SeqId_5116_62,Q9HCK4,Roundabout homolog 2,5,0,1,ROBO2
SeqId_5117_14,Q96MS0,Roundabout homolog 3,0,0,0,ROBO3
SeqId_5121_3,Q9H3T3,Semaphorin-6B,0,0,1,SEMA6B
SeqId_5124_69,Q9UMF0,Intercellular adhesion molecule 5,0,0,0,ICAM5
SeqId_5128_53,Q96DU3,SLAM family member 6,0,0,0,SLAMF6
SeqId_5129_12,Q14162,Scavenger receptor class F member 1,0,0,1,SCARF1
SeqId_5131_15,Q9NS68,Tumor necrosis factor receptor superfamily member 19,0,0,0,TNFRSF19
SeqId_5132_71,Q6UWB1,Interleukin-27 receptor subunit alpha,0,0,1,IL27RA
SeqId_5133_17,P37173,TGF-beta receptor type-2,5,0,1,TGFBR2
SeqId_5134_52,Q8TDQ0,Hepatitis A virus cellular receptor 2,0,0,0,HAVCR2
SeqId_5138_50,Q9NP84,Tumor necrosis factor receptor superfamily member 12A,0,0,0,TNFRSF12A
SeqId_5139_32,O95185,Netrin receptor UNC5C,0,0,1,UNC5C
SeqId_5178_5,Q13946,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",0,0,0,PDE7A
SeqId_5183_53,P54619|Q13131|Q9Y478,5'-AMP-activated protein kinase subunit beta-1|5'-AMP-activated protein kinase catalytic subunit alpha-1|5'-AMP-activated protein kinase subunit gamma-1,5,0,1,PRKAA1 PRKAB1  PRKAG1
SeqId_5196_7,P30419,Glycylpeptide N-tetradecanoyltransferase 1,6,0,1,NMT1
SeqId_5201_50,O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",0,0,0,PDE9A
SeqId_5202_4,Q08752,Peptidyl-prolyl cis-trans isomerase D,0,0,1,PPID
SeqId_5204_13,P61289,Proteasome activator complex subunit 3,7,0,1,PSME3
SeqId_5223_59,Q14397,Glucokinase regulatory protein,0,0,0,GCKR
SeqId_5224_20,P68400,Casein kinase II subunit alpha,0,0,1,CSNK2A1
SeqId_5225_50,P68400|P67870,Casein kinase II subunit beta|Casein kinase II subunit alpha,6,0,1,CSNK2A1 CSNK2B
SeqId_5226_36,P19784|P67870,Casein kinase II subunit alpha'|Casein kinase II subunit beta,6,0,1,CSNK2A2 CSNK2B
SeqId_5227_60,Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",0,0,0,PDK1
SeqId_5228_25,Q02241,Kinesin-like protein KIF23,0,0,0,KIF23
SeqId_5229_90,P20839,Inosine-5'-monophosphate dehydrogenase 1,6,0,1,IMPDH1
SeqId_5230_99,P04035,3-hydroxy-3-methylglutaryl-coenzyme A reductase,0,0,0,HMGCR
SeqId_5231_79,Q8NBP7,Proprotein convertase subtilisin/kexin type 9,0,0,0,PCSK9
SeqId_5236_2,P20393,Nuclear receptor subfamily 1 group D member 1,6,0,1,NR1D1
SeqId_5238_26,Q9UNP9,Peptidyl-prolyl cis-trans isomerase E,0,0,1,PPIE
SeqId_5242_37,P45985,Dual specificity mitogen-activated protein kinase kinase 4,0,0,0,MAP2K4
SeqId_5245_40,P54619|O43741|P54646,5'-AMP-activated protein kinase subunit beta-2|5'-AMP-activated protein kinase catalytic subunit alpha-2|5'-AMP-activated protein kinase subunit gamma-1,6,0,1,PRKAA2 PRKAB2 PRKAG1
SeqId_5246_64,O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",0,1,1,PDE2A
SeqId_5248_68,P30405,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",6,0,1,PPIF
SeqId_5249_31,O94768,Serine/threonine-protein kinase 17B,0,1,1,STK17B
SeqId_5250_53,P12268,Inosine-5'-monophosphate dehydrogenase 2,6,0,1,IMPDH2
SeqId_5252_33,Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",0,0,1,PDE11A
SeqId_5253_1,P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",0,0,0,PDE1A
SeqId_5254_69,Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",7,0,1,PDE3A
SeqId_5255_22,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",5,0,1,PDE4D
SeqId_5256_86,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",0,0,1,PDE5A
SeqId_5259_2,Q15750|O43318,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1|Mitogen-activated protein kinase kinase kinase 7,0,0,1,MAP3K7 TAB1
SeqId_5260_80,P29597,Non-receptor tyrosine-protein kinase TYK2,0,0,0,TYK2
SeqId_5261_13,P42684,Tyrosine-protein kinase ABL2,0,0,0,ABL2
SeqId_5262_57,O75815,Breast cancer anti-estrogen resistance protein 3,0,0,1,BCAR3
SeqId_5264_65,P27797,Calreticulin,0,0,0,CALR
SeqId_5265_12,O75791,GRB2-related adapter protein 2,0,0,0,GRAP2
SeqId_5268_49,P51512,Matrix metalloproteinase-16,0,0,0,MMP16
SeqId_5272_55,P29353,SHC-transforming protein 1,0,0,1,SHC1
SeqId_5275_28,P15498,Proto-oncogene vav,0,0,1,VAV1
SeqId_5280_68,Q9H1K4,Mitochondrial glutamate carrier 2,0,0,0,SLC25A18
SeqId_5301_7,P51671,Eotaxin,0,0,0,CCL11
SeqId_5307_12,P00740,Coagulation factor IX,5,0,1,F9
SeqId_5312_49,P02649,Apolipoprotein E2,4,0,1,APOE
SeqId_5315_22,P45379,"Troponin T, cardiac muscle",5,0,1,TNNT2
SeqId_5316_54,P00734,Prothrombin,5,0,1,F2
SeqId_5335_73,P08133,Annexin A6,0,0,1,ANXA6
SeqId_5337_64,P42081,T-lymphocyte activation antigen CD86,0,0,0,CD86
SeqId_5339_49,P06702,Protein S100-A9,0,0,1,S100A9
SeqId_5340_24,Q92851,Caspase-10,0,0,0,CASP10
SeqId_5343_74,P16870,Carboxypeptidase E,0,0,1,CPE
SeqId_5345_51,Q8WWK9,Cytoskeleton-associated protein 2,7,0,1,CKAP2
SeqId_5346_24,Q99829,Copine-1,0,0,1,CPNE1
SeqId_5347_59,P14635,G2/mitotic-specific cyclin-B1,0,0,0,CCNB1
SeqId_5349_69,O00548,Delta-like protein 1,0,0,0,DLL1
SeqId_5350_14,Q9Y625,Glypican-6,0,0,1,GPC6
SeqId_5351_52,P22626,Heterogeneous nuclear ribonucleoproteins A2/B1,7,0,1,HNRNPA2B1
SeqId_5352_11,Q92956,Tumor necrosis factor receptor superfamily member 14,0,0,0,TNFRSF14
SeqId_5353_89,P18510,Interleukin-1 receptor antagonist protein,0,0,0,IL1RN
SeqId_5354_11,P05783,"Keratin, type I cytoskeletal 18",7,0,1,KRT18
SeqId_5355_69,O43557,Tumor necrosis factor ligand superfamily member 14,0,0,0,TNFSF14
SeqId_5357_60,Q8N0W4,"Neuroligin-4, X-linked",5,0,1,NLGN4X
SeqId_5358_3,Q99983,Osteomodulin,0,0,0,OMD
SeqId_5359_65,P11309,Serine/threonine-protein kinase pim-1,0,0,0,PIM1
SeqId_5360_9,P31751,RAC-beta serine/threonine-protein kinase,6,0,1,AKT2
SeqId_5363_51,O15041,Semaphorin-3E,0,0,0,SEMA3E
SeqId_5364_7,Q01105,Protein SET,0,0,1,SET
SeqId_5383_14,Q96RJ3,Tumor necrosis factor receptor superfamily member 13C,0,0,1,TNFRSF13C
SeqId_5392_73,P25445,Tumor necrosis factor receptor superfamily member 6,0,0,1,FAS
SeqId_5400_52,P48357,Leptin receptor,0,0,0,LEPR
SeqId_5404_53,O75509,Tumor necrosis factor receptor superfamily member 21,0,0,0,TNFRSF21
SeqId_5410_53,P55291,Cadherin-15,0,0,1,CDH15
SeqId_5412_53,P26842,CD27 antigen,7,0,1,CD27
SeqId_5430_66,P78324,Tyrosine-protein phosphatase non-receptor type substrate 1,0,0,0,SIRPA
SeqId_5437_63,P05413,"Fatty acid-binding protein, heart",5,0,1,FABP3
SeqId_5440_26,P48788,"Troponin I, fast skeletal muscle",0,0,0,TNNI2
SeqId_5441_67,P19429,"Troponin I, cardiac muscle",0,0,0,TNNI3
SeqId_5443_62,P01160,Natriuretic peptides A,0,0,0,NPPA
SeqId_5451_1,Q13740,CD166 antigen,0,0,0,ALCAM
SeqId_5452_71,P07306,Asialoglycoprotein receptor 1,0,0,0,ASGR1
SeqId_5456_59,Q96KN2,Beta-Ala-His dipeptidase,0,0,1,CNDP1
SeqId_5457_5,Q5KU26,Collectin-12,0,0,0,COLEC12
SeqId_5459_33,P01037,Cystatin-SN,6,0,1,CST1
SeqId_5460_60,Q9UMR2,ATP-dependent RNA helicase DDX19B,5,0,1,DDX19B
SeqId_5462_62,O75636,Ficolin-3,0,0,0,FCN3
SeqId_5463_22,P54826,Growth arrest-specific protein 1,0,0,0,GAS1
SeqId_5464_52,P62993,Growth factor receptor-bound protein 2,6,0,1,GRB2
SeqId_5465_32,O60243,Heparan-sulfate 6-O-sulfotransferase 1,0,0,0,HS6ST1
SeqId_5467_15,P08238,Heat shock protein HSP 90-beta,5,0,1,HSP90AB1
SeqId_5468_67,Q8NAC3,Interleukin-17 receptor C,0,0,0,IL17RC
SeqId_5475_10,P05771,Protein kinase C beta type,5,0,1,PRKCB
SeqId_5476_66,P05129,Protein kinase C gamma type,0,0,0,PRKCG
SeqId_5478_50,Q04609,Glutamate carboxypeptidase 2,0,0,0,FOLH1
SeqId_5480_49,P13501,C-C motif chemokine 5,0,0,1,CCL5
SeqId_5481_16,P20936,Ras GTPase-activating protein 1,0,0,0,RASA1
SeqId_5483_1,Q96B86,Repulsive guidance molecule A,5,0,1,RGMA
SeqId_5484_63,P61247,40S ribosomal protein S3a,0,0,0,RPS3A
SeqId_5486_73,P13598,Intercellular adhesion molecule 2,6,0,1,ICAM2
SeqId_5487_7,Q9NQ25,SLAM family member 7,0,0,0,SLAMF7
SeqId_5488_74,P12931,Proto-oncogene tyrosine-protein kinase Src,7,0,1,SRC
SeqId_5489_18,P31948,Stress-induced-phosphoprotein 1,0,0,1,STIP1
SeqId_5490_53,Q08629,Testican-1,0,0,1,SPOCK1
SeqId_5491_12,Q92563,Testican-2,0,0,0,SPOCK2
